student_id,image_path,face_index,embedding_json
231002467,C:\Users\Hero\Documents\sem6\adv.stat\Project\faces\231002467.0\img_001.jpg,1,"[-0.1183231994509697, 0.05543917417526245, 0.02170850709080696, -0.07711164653301239, -0.11701633781194687, -0.0550493486225605, 0.022830229252576828, -0.11852797865867615, 0.2280113250017166, -0.06458041816949844, 0.19305112957954407, -0.04147940129041672, -0.22576236724853516, 0.02136685699224472, -0.06127920746803284, 0.08131177723407745, -0.16208206117153168, -0.1539183109998703, -0.04985654726624489, 0.007888654246926308, 0.04162034019827843, -0.17521758377552032, 0.025908367708325386, 0.16609495878219604, -0.10130983591079712, -0.35723915696144104, -0.1105542927980423, -0.12443438172340393, 0.021356888115406036, -0.054300706833601, 0.04605719819664955, 0.02571207284927368, -0.28667694330215454, -0.049324922263622284, -0.046304795891046524, 0.003553338348865509, -0.05094753950834274, -0.04214323312044144, 0.22962021827697754, -0.004893331788480282, -0.18937954306602478, -0.0341617614030838, 0.05743727833032608, 0.17510826885700226, 0.16490043699741364, 0.09674947708845139, 0.09036415070295334, -0.053205013275146484, 0.0703406110405922, -0.24620699882507324, 0.12009910494089127, 0.18681085109710693, 0.07597088813781738, 0.06045462191104889, 0.10587047785520554, -0.18675518035888672, -0.017643209546804428, 0.1354578137397766, -0.14453338086605072, 0.16613264381885529, 0.02817443013191223, 0.059460531920194626, -0.05209480971097946, -0.06064286828041077, 0.25705578923225403, 0.15755711495876312, -0.12876059114933014, -0.10140867531299591, 0.222197026014328, -0.18291452527046204, -0.030193280428647995, 0.09876176714897156, -0.11274338513612747, -0.22975952923297882, -0.21432967483997345, 0.04487163946032524, 0.4627459943294525, 0.20080825686454773, -0.1435779482126236, -0.006716698408126831, -0.16807276010513306, -0.0671585351228714, -0.00896386243402958, 0.07191812247037888, -0.04296160489320755, 0.006439954973757267, -0.05897534638643265, 0.017580093815922737, 0.17679241299629211, 0.07372510433197021, -0.02088949829339981, 0.26575836539268494, -0.01833096332848072, -0.041371896862983704, -0.05737115815281868, 0.0339348167181015, -0.10614431649446487, -0.021314634010195732, -0.14276768267154694, -0.09381527453660965, -0.005360061302781105, 0.018428947776556015, -0.0430837906897068, 0.06941689550876617, -0.22614175081253052, 0.07703012228012085, -0.023723775520920753, -0.028619972988963127, -0.07539021223783493, 0.0870436355471611, -0.11520805954933167, -0.03105236403644085, 0.10838063806295395, -0.29823631048202515, 0.22838203608989716, 0.15148279070854187, 0.03128109872341156, 0.0887596607208252, 0.020363789051771164, 0.02917335368692875, 0.10112611204385757, -0.0813286304473877, -0.10687530785799026, -0.07462520897388458, 0.024812407791614532, -0.03550267964601517, 0.041138794273138046, 0.024095194414258003]"
231004095,C:\Users\Hero\Documents\sem6\adv.stat\Project\faces\231004095.0\img_001.jpg,1,"[-0.14842548966407776, 0.03861435875296593, 0.0003066244535148144, -0.05011611059308052, -0.0440930500626564, -0.04376605525612831, -0.03646133840084076, -0.04991762340068817, 0.18124637007713318, -0.12136171758174896, 0.15587285161018372, -0.024085581302642822, -0.22211512923240662, -0.08546493202447891, -0.03109257109463215, 0.10299462080001831, -0.14031119644641876, -0.10120029747486115, -0.05832453817129135, -0.049188438802957535, 0.08341410011053085, -0.004452116787433624, 0.015507656149566174, 0.16133834421634674, -0.1852981448173523, -0.3735049068927765, -0.1313457041978836, -0.10385555773973465, 0.07997308671474457, -0.06948205828666687, -0.05728737264871597, 0.01133629772812128, -0.147883340716362, -0.07883527874946594, -0.01180724985897541, 0.18310441076755524, -0.06392884999513626, -0.06802181154489517, 0.20833717286586761, 0.024210400879383087, -0.143917515873909, -0.012861909344792366, 0.02447618916630745, 0.31021153926849365, 0.17591595649719238, 0.09199879318475723, 0.09766329079866409, -0.050954192876815796, 0.12172576785087585, -0.20405469834804535, 0.05778040736913681, 0.17130908370018005, 0.11903121322393417, 0.06743425130844116, 0.09020291268825531, -0.14535917341709137, 0.03355448693037033, 0.16975966095924377, -0.2120891958475113, 0.06126294285058975, 0.016544368118047714, -0.02775334194302559, 0.019994666799902916, -0.014926978386938572, 0.2207041233778, 0.09225388616323471, -0.12834085524082184, -0.0930408462882042, 0.19895020127296448, -0.24408183991909027, -0.0003247847780585289, 0.04130900278687477, -0.11225830763578415, -0.18305419385433197, -0.2933006286621094, 0.03572118282318115, 0.3797996938228607, 0.23100343346595764, -0.07405836135149002, 0.06367602199316025, -0.09033120423555374, -0.029921557754278183, 0.08094175159931183, 0.06669716536998749, -0.12352443486452103, 0.010942483320832253, -0.09897801280021667, 0.06632126867771149, 0.15415452420711517, 0.058503564447164536, 0.01651708595454693, 0.15979894995689392, 0.06049361452460289, 0.022319700568914413, 0.04364049807190895, 0.004594495985656977, -0.18840357661247253, 0.0015088939107954502, -0.07741302996873856, 0.02171389013528824, 0.04020552337169647, -0.0649285614490509, 0.08929280936717987, 0.08652821183204651, -0.16328296065330505, 0.15195921063423157, -0.015452263876795769, -0.03799218684434891, -0.0003007762134075165, 0.0772160068154335, -0.20699149370193481, -0.06626288592815399, 0.1502171903848648, -0.24995087087154388, 0.12131856381893158, 0.18691925704479218, 0.027041533961892128, 0.15418362617492676, 0.12732623517513275, 0.09527219831943512, -0.018458805978298187, -0.016063036397099495, -0.16277600824832916, -0.037783727049827576, 0.05010624974966049, -0.04798514395952225, 0.1345233917236328, 0.00891541875898838]"
231004160,C:\Users\Hero\Documents\sem6\adv.stat\Project\faces\231004160.0\img_001.jpg,1,"[-0.12179599702358246, 0.03802131116390228, 0.051179829984903336, -0.05015049874782562, 0.02996062859892845, -0.03357258811593056, -0.022955013439059258, -0.04375080764293671, 0.1291961669921875, -0.05548456311225891, 0.15932708978652954, -0.04341220110654831, -0.20514219999313354, -0.0569373294711113, -0.02326577715575695, 0.061139121651649475, -0.13373950123786926, -0.11045040935277939, -0.1711178869009018, -0.13122114539146423, 0.019246822223067284, -0.001273946138098836, -0.022996509447693825, 0.08073089271783829, -0.23812255263328552, -0.3103334605693817, -0.0378793366253376, -0.1363934874534607, -0.06869413703680038, -0.0527263805270195, 0.08753245323896408, 0.01858440786600113, -0.15894411504268646, -0.03079274296760559, 0.012754697352647781, 0.1050233244895935, 0.012574458494782448, 0.03373377025127411, 0.1951274424791336, -0.013600649312138557, -0.16752180457115173, 0.1290445625782013, 0.09049198031425476, 0.31384772062301636, 0.23677247762680054, 0.08142615854740143, 0.019813861697912216, 0.005248270928859711, 0.14287954568862915, -0.2723100781440735, 0.03585410118103027, 0.1519477665424347, 0.061872705817222595, 0.015965452417731285, 0.1697864681482315, -0.13162373006343842, -0.04068842902779579, 0.16034357249736786, -0.15978768467903137, 0.07812950015068054, -0.026208948343992233, 0.0035137291997671127, -0.0016798041760921478, -0.04642145708203316, 0.16860456764698029, 0.11536514014005661, -0.1558525562286377, -0.08295665681362152, 0.155655175447464, -0.20363189280033112, -0.02298927493393421, 0.07152190059423447, -0.12094154208898544, -0.15724743902683258, -0.298399418592453, 0.06432866305112839, 0.46191099286079407, 0.14464542269706726, -0.15392954647541046, 0.05050690844655037, -0.06144377961754799, -0.009154437109827995, 0.05988747626543045, 0.013009455986320972, -0.11317957192659378, 0.0015226565301418304, -0.02001531794667244, 0.05810919031500816, 0.20724990963935852, 0.1275797188282013, -0.06317022442817688, 0.14762774109840393, -0.004762953147292137, -0.04302554577589035, 0.022774748504161835, -0.04331927001476288, -0.1462661772966385, -0.0564151257276535, -0.18116994202136993, -0.01877087540924549, -0.005205485038459301, -0.02681969664990902, 0.05417051911354065, 0.08019847422838211, -0.194034606218338, 0.15795409679412842, -0.011478504166007042, -0.04112916812300682, -0.0550910159945488, 0.17559334635734558, -0.11312220990657806, 0.05533726513385773, 0.1802385449409485, -0.2516765296459198, 0.1711731106042862, 0.16655343770980835, 0.05136871710419655, 0.08465620875358582, 0.09901218116283417, -0.027109835296869278, 0.0009728623554110527, 0.11541679501533508, -0.14523330330848694, -0.10186027735471725, -0.0032870033755898476, -0.046061791479587555, 0.17426109313964844, 0.02114502713084221]"
231004160,C:\Users\Hero\Documents\sem6\adv.stat\Project\faces\231004160.0\img_002.jpg,1,"[-0.12179599702358246, 0.03802131116390228, 0.051179829984903336, -0.05015049874782562, 0.02996062859892845, -0.03357258811593056, -0.022955013439059258, -0.04375080764293671, 0.1291961669921875, -0.05548456311225891, 0.15932708978652954, -0.04341220110654831, -0.20514219999313354, -0.0569373294711113, -0.02326577715575695, 0.061139121651649475, -0.13373950123786926, -0.11045040935277939, -0.1711178869009018, -0.13122114539146423, 0.019246822223067284, -0.001273946138098836, -0.022996509447693825, 0.08073089271783829, -0.23812255263328552, -0.3103334605693817, -0.0378793366253376, -0.1363934874534607, -0.06869413703680038, -0.0527263805270195, 0.08753245323896408, 0.01858440786600113, -0.15894411504268646, -0.03079274296760559, 0.012754697352647781, 0.1050233244895935, 0.012574458494782448, 0.03373377025127411, 0.1951274424791336, -0.013600649312138557, -0.16752180457115173, 0.1290445625782013, 0.09049198031425476, 0.31384772062301636, 0.23677247762680054, 0.08142615854740143, 0.019813861697912216, 0.005248270928859711, 0.14287954568862915, -0.2723100781440735, 0.03585410118103027, 0.1519477665424347, 0.061872705817222595, 0.015965452417731285, 0.1697864681482315, -0.13162373006343842, -0.04068842902779579, 0.16034357249736786, -0.15978768467903137, 0.07812950015068054, -0.026208948343992233, 0.0035137291997671127, -0.0016798041760921478, -0.04642145708203316, 0.16860456764698029, 0.11536514014005661, -0.1558525562286377, -0.08295665681362152, 0.155655175447464, -0.20363189280033112, -0.02298927493393421, 0.07152190059423447, -0.12094154208898544, -0.15724743902683258, -0.298399418592453, 0.06432866305112839, 0.46191099286079407, 0.14464542269706726, -0.15392954647541046, 0.05050690844655037, -0.06144377961754799, -0.009154437109827995, 0.05988747626543045, 0.013009455986320972, -0.11317957192659378, 0.0015226565301418304, -0.02001531794667244, 0.05810919031500816, 0.20724990963935852, 0.1275797188282013, -0.06317022442817688, 0.14762774109840393, -0.004762953147292137, -0.04302554577589035, 0.022774748504161835, -0.04331927001476288, -0.1462661772966385, -0.0564151257276535, -0.18116994202136993, -0.01877087540924549, -0.005205485038459301, -0.02681969664990902, 0.05417051911354065, 0.08019847422838211, -0.194034606218338, 0.15795409679412842, -0.011478504166007042, -0.04112916812300682, -0.0550910159945488, 0.17559334635734558, -0.11312220990657806, 0.05533726513385773, 0.1802385449409485, -0.2516765296459198, 0.1711731106042862, 0.16655343770980835, 0.05136871710419655, 0.08465620875358582, 0.09901218116283417, -0.027109835296869278, 0.0009728623554110527, 0.11541679501533508, -0.14523330330848694, -0.10186027735471725, -0.0032870033755898476, -0.046061791479587555, 0.17426109313964844, 0.02114502713084221]"
231004224,C:\Users\Hero\Documents\sem6\adv.stat\Project\faces\231004224.0\img_001.jpg,1,"[-0.16594824194908142, 0.13097307085990906, 0.057747192680835724, -0.026993654668331146, -0.03608975559473038, -0.07948863506317139, -0.09309609234333038, -0.09526288509368896, 0.19659732282161713, -0.08036613464355469, 0.21644113957881927, -0.01470687985420227, -0.16153882443904877, 0.05379774793982506, -0.08899849653244019, 0.06913599371910095, -0.1506166160106659, -0.14342813193798065, 0.0015922337770462036, -0.12593531608581543, 0.023989181965589523, 0.02973731979727745, -0.03844289481639862, 0.09964025765657425, -0.17541848123073578, -0.24899114668369293, -0.06488102674484253, -0.14488385617733002, 0.05440948158502579, -0.05796822905540466, -0.04784168303012848, 0.00024093221873044968, -0.15347076952457428, -0.052662529051303864, 0.044919706881046295, 0.12105651199817657, 0.044808339327573776, -0.015816718339920044, 0.2137906700372696, 0.005080992355942726, -0.09906943887472153, -0.02563864178955555, 0.1206994354724884, 0.32646873593330383, 0.09796635061502457, 0.08064339309930801, 0.06589535623788834, -0.08395650237798691, 0.17827704548835754, -0.17812758684158325, 0.11217795312404633, 0.08846674114465714, 0.17761890590190887, 0.054297082126140594, 0.09215759485960007, -0.24353869259357452, -0.011680974625051022, 0.08523911237716675, -0.13498276472091675, 0.19656071066856384, 0.08812501281499863, 0.032168202102184296, -0.08038361370563507, -0.026104282587766647, 0.30255159735679626, 0.13456133008003235, -0.14828892052173615, -0.1271662712097168, 0.17226073145866394, -0.13581165671348572, -0.08269627392292023, 0.13475729525089264, -0.07861462980508804, -0.1404070109128952, -0.21810196340084076, 0.07142346352338791, 0.5079984664916992, 0.08870942145586014, -0.15994173288345337, 0.02678331919014454, -0.03576171025633812, -0.07343995571136475, 0.06163307651877403, 0.08600535988807678, -0.1527707874774933, 0.03575246408581734, -0.10182077437639236, 0.033495888113975525, 0.2754219174385071, 0.09246420860290527, -0.07474816590547562, 0.10876939445734024, -0.004823438823223114, 0.0693778321146965, 0.00014003925025463104, 0.10153944045305252, -0.17155197262763977, -0.00578346149995923, -0.10594259202480316, -0.05141022801399231, 0.09257617592811584, -0.031007222831249237, -0.03945967182517052, 0.11738086491823196, -0.1928630918264389, 0.11426538228988647, -0.01357857696712017, -0.0281444750726223, -0.025450581684708595, 0.1499025672674179, -0.11279464513063431, -0.023188453167676926, 0.15410639345645905, -0.258957177400589, 0.16156990826129913, 0.09637703746557236, 0.06170680746436119, 0.13503137230873108, 0.056408386677503586, 0.03519946336746216, 0.08630833029747009, 0.03489213064312935, -0.1452919989824295, -0.13295380771160126, -0.0006873030215501785, -0.08203352987766266, 0.10605765134096146, 0.04724813625216484]"
231004285,C:\Users\Hero\Documents\sem6\adv.stat\Project\faces\231004285.0\img_001.jpg,1,"[-0.10659356415271759, 0.010934234596788883, 0.025431528687477112, -0.00039620627649128437, 0.02458684891462326, -0.1674688756465912, -0.027749143540859222, -0.1319928616285324, 0.1627725064754486, -0.0694262683391571, 0.2319081872701645, -0.0368691012263298, -0.21048171818256378, -0.11305364966392517, -0.030420025810599327, 0.12672659754753113, -0.1322316825389862, -0.0974164754152298, -0.0688123106956482, -0.13950549066066742, 0.004110420122742653, -0.023004446178674698, 0.13078631460666656, 0.11235915869474411, -0.11329913139343262, -0.31787893176078796, -0.18310388922691345, -0.19475799798965454, 0.05490874499082565, -0.06122450530529022, -0.10202081501483917, 0.010535051114857197, -0.16493162512779236, -0.10597822070121765, -0.0026881350204348564, 0.012018175795674324, 0.013373851776123047, -0.04675118252635002, 0.1818411648273468, 0.04516229033470154, -0.07178531587123871, -0.034201737493276596, -0.023385781794786453, 0.28255945444107056, 0.13692711293697357, 0.08531031012535095, 0.06936661899089813, -0.0636303499341011, 0.08349847048521042, -0.15808145701885223, 0.056791581213474274, 0.13379505276679993, 0.08936898410320282, 0.01721765473484993, 0.09088052809238434, -0.12478511035442352, 0.05473697930574417, 0.09363393485546112, -0.19234751164913177, 0.0856582522392273, 0.03451777622103691, 0.037676259875297546, 0.014553317800164223, 0.010181157849729061, 0.24165858328342438, 0.09842655062675476, -0.10926531255245209, -0.049931880086660385, 0.13007405400276184, -0.1739707738161087, 0.05259877070784569, 0.02956429123878479, -0.13770544528961182, -0.2095574140548706, -0.2381598949432373, 0.03080103173851967, 0.38316065073013306, 0.12410173565149307, -0.12123209983110428, 0.041577521711587906, -0.16371570527553558, -0.07165522873401642, 0.058451712131500244, -0.016274522989988327, -0.14748205244541168, 0.06637155264616013, -0.16863709688186646, 0.015439788810908794, 0.16313964128494263, -0.021401450037956238, 0.012904207222163677, 0.21627654135227203, -0.056619416922330856, 0.037034668028354645, 0.05159720778465271, 0.04624732583761215, -0.17967376112937927, 0.008516272529959679, -0.06795122474431992, 0.011450810357928276, 0.03521820902824402, -0.11197793483734131, -0.009232616983354092, 0.0061063943430781364, -0.1606622189283371, 0.060452695935964584, -0.01238239835947752, -0.057994015514850616, -0.10096774995326996, 0.0388827919960022, -0.1690872758626938, -0.08586433529853821, 0.13068802654743195, -0.20559625327587128, 0.15069244801998138, 0.20482902228832245, 0.048792559653520584, 0.1500225067138672, 0.01975170336663723, 0.04648030176758766, -0.07896920293569565, -0.03098347783088684, -0.08331311494112015, -0.035370562225580215, 0.056661516427993774, -0.02319224365055561, 0.060070786625146866, 0.017988797277212143]"
231004345,C:\Users\Hero\Documents\sem6\adv.stat\Project\faces\231004345.0\img_001.jpg,1,"[0.012660535983741283, 0.08274880051612854, -0.014861229807138443, -0.07365669310092926, -0.05672452971339226, 0.07574861496686935, -0.08757730573415756, -0.04547746106982231, 0.28615492582321167, -0.17876437306404114, 0.15791216492652893, -0.0267260130494833, -0.14233317971229553, 0.025896435603499413, -0.03540172427892685, 0.17648382484912872, -0.1348377913236618, -0.14081351459026337, -0.061739422380924225, -0.04462640732526779, 0.050286609679460526, 0.07398521155118942, 0.0354464016854763, 0.1782422959804535, -0.17384213209152222, -0.3963121473789215, -0.04433562979102135, -0.10878454148769379, 0.014473559334874153, -0.12816479802131653, -0.03597603365778923, 0.08854798972606659, -0.20795893669128418, 0.03472145274281502, -0.015561966225504875, 0.0751579999923706, -0.07653011381626129, -0.07982764393091202, 0.17022164165973663, 0.09766718000173569, -0.2510184645652771, -0.0676763504743576, 0.03888121619820595, 0.2324516922235489, 0.18436555564403534, 0.043352846056222916, 0.06484703719615936, -0.08140528947114944, 0.12650276720523834, -0.28298622369766235, 0.026111772283911705, 0.1950381100177765, -0.049600884318351746, 0.09881890565156937, 0.06811006367206573, -0.12181352823972702, 0.01518031395971775, 0.04790067672729492, -0.14414912462234497, 0.04093564674258232, 0.018262546509504318, 0.052106697112321854, -0.05301176756620407, -0.0487666092813015, 0.2422557771205902, 0.10239139199256897, -0.1047680675983429, -0.14484800398349762, 0.17742502689361572, -0.2112533450126648, -0.07382220774888992, 0.12097024917602539, -0.12119464576244354, -0.24655282497406006, -0.22761254012584686, -0.01652812398970127, 0.4546753168106079, 0.1803068220615387, -0.06413304805755615, 0.14008961617946625, -0.057274043560028076, -0.07248900085687637, 0.025745803490281105, 0.15478040277957916, -0.0039569418877363205, 0.0698671042919159, 0.006630687974393368, 0.11402282863855362, 0.23055115342140198, 0.019696861505508423, -0.005837978795170784, 0.24456264078617096, -0.03411843627691269, 0.0185539610683918, 0.0017888383008539677, 0.1017509326338768, -0.11069107055664062, 0.03580236807465553, -0.1307411640882492, -0.05058898404240608, 0.04076208174228668, 0.05677473172545433, -0.017186438664793968, 0.09466900676488876, -0.22430646419525146, 0.26507964730262756, -0.0198819600045681, -0.03357573598623276, 0.06451834738254547, 0.11741982400417328, -0.1350257247686386, -0.05722426250576973, 0.15712212026119232, -0.2394263595342636, 0.11547302454710007, 0.1275337189435959, 0.07941962778568268, 0.13552077114582062, 0.04674902185797691, 0.1271725594997406, 0.03234552592039108, -0.056852638721466064, -0.2396327257156372, -0.07454647123813629, 0.036490537226200104, -0.05805253982543945, -0.018853729590773582, -0.007881664671003819]"
231004387,C:\Users\Hero\Documents\sem6\adv.stat\Project\faces\231004387.0\img_001.png,1,"[-0.097001813352108, 0.024414759129285812, 0.06371764093637466, 0.014650566503405571, 0.004808899015188217, -0.10724607855081558, -0.05500580370426178, -0.0350676067173481, 0.2272322177886963, -0.03258644416928291, 0.22015905380249023, -0.0424376055598259, -0.1830214112997055, -0.13582202792167664, -0.010281460359692574, 0.10314721614122391, -0.13409218192100525, -0.09782136976718903, -0.06994380801916122, -0.10940814763307571, 0.04211638122797012, -0.00697999307885766, 0.06320464611053467, 0.06698863953351974, -0.21767467260360718, -0.4070267975330353, -0.06596310436725616, -0.20770692825317383, -0.0545465461909771, -0.13139431178569794, -0.010653863660991192, 0.16760961711406708, -0.17527879774570465, -0.09779318422079086, -0.014796627685427666, 0.07580572366714478, 0.08973727375268936, 0.030085526406764984, 0.14994710683822632, 0.07313751429319382, -0.16136538982391357, 0.014458321034908295, 0.004338801838457584, 0.2797445058822632, 0.15069979429244995, 0.05809716507792473, 0.0374704971909523, 0.0028319815173745155, 0.1743675172328949, -0.19853104650974274, 0.042582251131534576, 0.15427571535110474, 0.17697235941886902, -0.02628767490386963, 0.11590954661369324, -0.06320489197969437, -0.01796197146177292, 0.0737292692065239, -0.2589408755302429, 0.06565091758966446, 0.06418377161026001, 0.004296275787055492, -0.09483128786087036, -0.03114144690334797, 0.1660841405391693, 0.16184107959270477, -0.1085585281252861, -0.0607820488512516, 0.12420221418142319, -0.10433836281299591, 0.009346487000584602, 0.07103046029806137, -0.1630101203918457, -0.20420880615711212, -0.2382715791463852, 0.09324678778648376, 0.39692994952201843, 0.05486244708299637, -0.18307185173034668, 0.008123665116727352, -0.11770148575305939, -0.023019500076770782, 0.0015537803992629051, -0.005375204142183065, -0.09096457064151764, 0.01640552282333374, -0.0695328339934349, 0.036945369094610214, 0.1327335387468338, 0.02817559987306595, -0.024714326485991478, 0.13975991308689117, -0.05506537854671478, 0.018747752532362938, -0.013533205725252628, -0.01062646135687828, -0.15045028924942017, 0.027894239872694016, -0.12134464085102081, -0.013455066829919815, 0.034710843116045, -0.02823309600353241, -0.028776153922080994, -0.01671336591243744, -0.14694035053253174, 0.07040851563215256, 0.010657859966158867, -0.06910868734121323, -0.007841469720005989, 0.09918740391731262, -0.14600104093551636, -0.08386143296957016, 0.11510233581066132, -0.22393600642681122, 0.16913025081157684, 0.12467657029628754, 0.016964418813586235, 0.13765273988246918, 0.012224499136209488, 0.0603451207280159, -0.016281554475426674, 0.024277132004499435, -0.08085355907678604, -0.09536311775445938, 0.10038068145513535, -0.006613081321120262, 0.0166470967233181, -0.062037158757448196]"
231004419,C:\Users\Hero\Documents\sem6\adv.stat\Project\faces\231004419.0\img_001.jpg,1,"[-0.1721433401107788, 0.028189323842525482, 0.04655330255627632, -0.05014355108141899, -0.11234373599290848, -0.05010358989238739, -0.042465902864933014, -0.10320282727479935, 0.13555100560188293, -0.08578910678625107, 0.19684815406799316, -0.06386664509773254, -0.24935996532440186, 0.0388573557138443, -0.13653166592121124, 0.2033335566520691, -0.16886356472969055, -0.14501725137233734, -0.0003457488492131233, -0.03311048820614815, 0.08348669111728668, -0.04688691720366478, 0.028266429901123047, 0.19045543670654297, -0.1603405773639679, -0.33487531542778015, -0.11228369176387787, -0.10994570702314377, -0.019496385008096695, -0.06909941136837006, 0.09182533621788025, 0.08154958486557007, -0.24401792883872986, 0.04150496423244476, -0.002133735455572605, 0.11589072644710541, -0.0410352498292923, -0.09365395456552505, 0.15087613463401794, 0.12472676485776901, -0.25941765308380127, -0.023888440802693367, 0.03623146936297417, 0.3266787528991699, 0.13570193946361542, 0.00016883848002180457, 0.0643153116106987, -0.07890529930591583, 0.050819072872400284, -0.27182355523109436, -0.023442674428224564, 0.18725472688674927, 0.09063679724931717, 0.04149223119020462, 0.03965175896883011, -0.06501604616641998, 0.13721613585948944, 0.1396435797214508, -0.2139899730682373, 0.07951317727565765, 0.06794889271259308, -0.07865840196609497, 0.053544722497463226, -0.050950489938259125, 0.26379185914993286, 0.09268016368150711, -0.17141953110694885, -0.04720325395464897, 0.12728241086006165, -0.19069772958755493, -0.06777706742286682, 0.09812548756599426, -0.11637275665998459, -0.2538565695285797, -0.3405396044254303, 0.0322626568377018, 0.4666445553302765, 0.21247033774852753, -0.14128069579601288, 0.09846530109643936, -0.06952512264251709, 0.004618823993951082, 0.04220232740044594, 0.2574268579483032, -0.05416692793369293, 0.06369860470294952, -0.0812838077545166, 0.017933128401637077, 0.17237409949302673, -0.004339906387031078, 0.008099989965558052, 0.266863614320755, -0.012373408302664757, -0.03622210770845413, 0.012000175192952156, 0.03956898674368858, -0.16186201572418213, -0.08276324719190598, -0.0705483928322792, -0.10976812988519669, -0.08955006301403046, 0.012847484089434147, -0.0027678997721523046, 0.049795813858509064, -0.193545401096344, 0.1163436621427536, -0.043333105742931366, -0.10614275932312012, -0.05569421499967575, 0.04020931199193001, -0.06565333157777786, -0.06466042995452881, 0.07200173288583755, -0.27487245202064514, 0.13446088135242462, 0.20266610383987427, 0.041509490460157394, 0.11724604666233063, 0.10643332451581955, 0.06161049008369446, -0.04551701247692108, -0.03743889927864075, -0.04320016875863075, -0.041272878646850586, 0.07835351675748825, -0.08716832101345062, 0.07220392674207687, -0.09132509678602219]"
231004431,C:\Users\Hero\Documents\sem6\adv.stat\Project\faces\231004431.0\img_001.jpg,1,"[-0.06608182936906815, 0.12235990911722183, 0.01815226674079895, 0.028299283236265182, -0.0006912389071658254, -0.020061619579792023, -0.01314631849527359, -0.16138307750225067, 0.18050535023212433, -0.10218968987464905, 0.23103933036327362, 0.03507532924413681, -0.14993707835674286, -0.0018509142100811005, -0.11280752718448639, 0.07191243022680283, -0.10255560278892517, -0.054958246648311615, -0.10801958292722702, -0.07679156213998795, -0.03328715264797211, 0.050715647637844086, 0.007212532684206963, 0.07812055945396423, -0.08050373196601868, -0.2673429250717163, -0.0718509629368782, -0.14385053515434265, 0.06266231834888458, -0.07099562883377075, -0.04516460373997688, 0.021413147449493408, -0.09989084303379059, -0.03289807215332985, 0.016483310610055923, 0.029821589589118958, -0.02077299728989601, 0.025022458285093307, 0.19912578165531158, 0.04361231252551079, -0.0688515454530716, 0.06164240092039108, 0.01812160201370716, 0.34997308254241943, 0.10482102632522583, 0.05370797589421272, 0.041683487594127655, -0.10144073516130447, 0.14158768951892853, -0.18250425159931183, 0.018200019374489784, 0.09971849620342255, 0.09929977357387543, 0.07166443020105362, 0.027295006439089775, -0.1779121607542038, 0.05672094225883484, 0.05140707269310951, -0.20452511310577393, 0.13217976689338684, 0.0593816339969635, -0.01985093206167221, -0.08272026479244232, 0.07915499806404114, 0.2537194788455963, 0.15306328237056732, -0.09929125010967255, -0.13818755745887756, 0.08266330510377884, -0.23985058069229126, -0.0032439222559332848, 0.051071349531412125, -0.09125009179115295, -0.1548060178756714, -0.17425920069217682, 0.05063918977975845, 0.43154850602149963, 0.17299160361289978, -0.15609852969646454, 0.03194207698106766, -0.11117035895586014, -0.030923794955015182, 0.11955240368843079, 0.04676632955670357, -0.14958441257476807, 0.014981654472649097, -0.09966402500867844, 0.004809850826859474, 0.1815893054008484, 0.051348403096199036, -0.043826665729284286, 0.2171279788017273, 0.023260092362761497, 0.007852133363485336, 0.03029729798436165, -0.008485175669193268, -0.17301248013973236, -0.02417970448732376, -0.08355052769184113, -0.07009584456682205, 0.04205161705613136, -0.036424990743398666, 0.052282754331827164, 0.07197229564189911, -0.22364512085914612, 0.21154750883579254, -0.05210495367646217, 0.01078028790652752, 0.0870107039809227, 0.08009975403547287, -0.0793704017996788, -0.05510741472244263, 0.17789264023303986, -0.2041858732700348, 0.16988398134708405, 0.11403670907020569, 0.08958113938570023, 0.12155114114284515, 0.05146271735429764, 0.04214823991060257, -0.020058266818523407, 0.07528728991746902, -0.1274407058954239, -0.055163685232400894, 0.011773865669965744, -0.10218650847673416, 0.07456327974796295, -0.04010874032974243]"
